POSTNR	POSTSTAD	POSTNR- OG STAD	BRUKSOMRÅDE	FOLKETAL	BYDEL	KOMMNR	KOMMUNE	FYLKE	LAT	LON	DATAKVALITET	DATAKVALITETSFORKLARING	SIST OPPDATERT
5583	Vikedal	5583 VIKEDAL	Gate-/veg-adresse	1131		1160	Vindafjord	Rogaland	59.4982	5.9027	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
5584	Bjoa	5584 BJOA	Gate-/veg-adresse	505		1160	Vindafjord	Rogaland	59.6650	5.6415	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
5585	Sandeid	5585 SANDEID	Gate-/veg-adresse	990		1160	Vindafjord	Rogaland	59.5443	5.8631	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
5586	Vikedal	5586 VIKEDAL	Postboksar	0		1160	Vindafjord	Rogaland	59.49793	5.90403	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5588	Ølen	5588 ØLEN	Postboksar			1160	Vindafjord	Rogaland	59.60598	5.80874	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5589	Sandeid	5589 SANDEID	Postboksar	0		1160	Vindafjord	Rogaland	59.54168	5.86850	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5590	Etne	5590 ETNE	Gate-/veg-adresse	2816		1211	Etne	Hordaland	59.6646	5.9339	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
5591	Etne	5591 ETNE	Postboksar			1211	Etne	Hordaland	59.66606	5.93415	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:16
5593	Skånevik	5593 SKÅNEVIK	Gate-/veg-adresse	942		1211	Etne	Hordaland	59.7329	5.9376	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
5594	Skånevik	5594 SKÅNEVIK	Postboksar			1211	Etne	Hordaland	59.73268	5.93308	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:51
5595	Førresfjorden	5595 FØRRESFJORDEN	Postboksar			1146	Tysvær	Rogaland	59.41663	5.40491	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5596	Markhus	5596 MARKHUS	Gate-/veg-adresse	69		1211	Etne	Hordaland	59.8189	6.2287	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
5598	Fjæra	5598 FJÆRA	Gate-/veg-adresse	74		1211	Etne	Hordaland	59.8747	6.3828	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
5600	Norheimsund	5600 NORHEIMSUND	Gate-/veg-adresse	3223		1238	Kvam	Hordaland	60.3729	6.1447	5	Koordinatane er retta av ein yr.no-brukar	2013-09-20 00:23:04
5601	Norheimsund	5601 NORHEIMSUND	Postboksar			1238	Kvam	Hordaland	60.3723	6.1459	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
5602	Norheimsund	5602 NORHEIMSUND	Postboksar			1238	Kvam	Hordaland	60.37241	6.14564	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5604	Øystese	5604 ØYSTESE	Postboksar			1238	Kvam	Hordaland	60.38731	6.20049	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5605	Ålvik	5605 ÅLVIK	Postboksar			1238	Kvam	Hordaland	60.43089	6.43210	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5610	Øystese	5610 ØYSTESE	Gate-/veg-adresse	2510		1238	Kvam	Hordaland	60.3864	6.2012	5	Koordinatane er retta av ein yr.no-brukar	2013-09-17 14:08:07
5612	Steinstø	5612 STEINSTØ	Gate-/veg-adresse	186		1238	Kvam	Hordaland	60.3936	6.2816	5	Koordinatane er retta av ein yr.no-brukar	2013-09-19 21:20:47
5614	Ålvik	5614 ÅLVIK	Gate-/veg-adresse	650		1238	Kvam	Hordaland	60.4327	6.4316	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:07
5620	Tørvikbygd	5620 TØRVIKBYGD	Gate-/veg-adresse	742		1238	Kvam	Hordaland	60.3006	6.1691	5	Koordinatane er retta av ein yr.no-brukar	2013-09-19 12:43:25
5626	Kysnesstrand	5626 KYSNESSTRAND	Gate-/veg-adresse	154		1227	Jondal	Hordaland	60.2035	6.1132	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
5627	Jondal	5627 JONDAL	Gate-/veg-adresse	694		1227	Jondal	Hordaland	60.2764	6.2521	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
5628	Herand	5628 HERAND	Gate-/veg-adresse	235		1227	Jondal	Hordaland	60.3422	6.3778	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
5629	Jondal	5629 JONDAL	Postboksar			1227	Jondal	Hordaland	60.27678	6.25312	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:19
5630	Strandebarm	5630 STRANDEBARM	Gate-/veg-adresse	620		1238	Kvam	Hordaland	60.26898	6.01066	1	Koordinatane gjeld postkontoret	2016-01-27 16:22:31
5631	Strandebarm	5631 STRANDEBARM	Postboksar			1238	Kvam	Hordaland	60.26898	6.01066	1	Koordinatane gjeld postkontoret	2016-01-27 16:00:00
5632	Omastrand	5632 OMASTRAND	Gate-/veg-adresse	503		1238	Kvam	Hordaland	60.22078	5.97932	1	Koordinatane gjeld postkontoret	2016-01-27 16:22:31
5633	Omastrand	5632 O3ASTRAND	Postboksar			1238	Kvam	Hordaland	60.22078	5.97932	1	Koordinatane gjeld postkontoret	2016-01-27 16:00:00
5635	Hatlestrand	5635 HATLESTRAND	Gateadresser og postboksar	433		1224	Kvinnherad	Hordaland	60.06057	5.91504	1	Koordinatane gjeld postkontoret	2013-09-17 14:08:07
5636	Varaldsøy	5636 VARALDSØY	Gate-/veg-adresse	234		1224	Kvinnherad	Hordaland	60.0982	5.9861	3	Koordinatane er kontrollerte av ein yr.no-brukar	2013-09-17 14:08:07
5637	Ølve	5637 ØLVE	Gate-/veg-adresse	438		1224	Kvinnherad	Hordaland	60.01266	5.81438	1	Koordinatane gjeld postkontoret	2013-09-19 13:10:52
5640	Eikelandsosen	5640 EIKELANDSOSEN	Gate-/veg-adresse	1458		1241	Fusa	Hordaland	60.2405	5.7466	5	Koordinatane er retta av ein yr.no-brukar	2013-09-20 00:23:16
5641	Fusa	5641 FUSA	Gate-/veg-adresse	811		1241	Fusa	Hordaland	60.19704	5.61252	1	Koordinatane gjeld postkontoret	2016-01-27 16:22:31
5642	Holmefjord	5642 HOLMEFJORD	Gate-/veg-adresse	487		1241	Fusa	Hordaland	60.2872	5.6634	5	Koordinatane er retta av ein yr.no-brukar	2013-09-19 10:00:26
5643	Strandvik	5643 STRANDVIK	Gate-/veg-adresse	455		1241	Fusa	Hordaland	60.1597	5.6673	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
5644	Sævareid	5644 SÆVAREID	Postboksar			1241	Fusa	Hordaland	60.18972	5.76128	1	Koordinatane gjeld postkontoret	2016-01-27 16:00:00
5645	Sævareid	5645 SÆVAREID	Gate-/veg-adresse	256		1241	Fusa	Hordaland	60.18972	5.76128	1	Koordinatane gjeld postkontoret	2016-01-27 16:22:31
5646	Nordtveitgrend	5646 NORDTVEITGREND	Gate-/veg-adresse	156		1241	Fusa	Hordaland	60.1	5.7381	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
5647	Baldersheim	5647 BALDERSHEIM	Gate-/veg-adresse	225		1241	Fusa	Hordaland	60.147	5.7486	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
5648	Fusa	5648 FUSA	Postboksar			1241	Fusa	Hordaland	60.19704	5.61252	1	Koordinatane gjeld postkontoret	2016-01-27 16:00:00
5649	Eikelandsosen	5649 EIKELANDSOSEN	Postboksar	0		1241	Fusa	Hordaland	60.24083	5.74422	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
5650	Tysse	5650 TYSSE	Gate-/veg-adresse	1505		1242	Samnanger	Hordaland	60.37480	5.75505	1	Koordinatane gjeld postkontoret	2016-01-27 16:22:31
5651	Tysse	5651 TYSSE	Postboksar			1242	Samnanger	Hordaland	60.37480	5.75505	6	Usikker plassering	2016-01-27 16:00:00
5652	Årland	5652 ÅRLAND	Gate-/veg-adresse	887		1242	Samnanger	Hordaland	60.4006	5.7116	2	Koordinatane er retta av Erik Bolstad	2013-09-19 09:58:37
5653	Årland	5653 ÅRLAND	Postboksar			1242	Samnanger	Hordaland	60.40154	5.73059	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5680	Tysnes	5680 TYSNES	Gate-/veg-adresse	843		1223	Tysnes	Hordaland	60.0435	5.5227	5	Koordinatane er retta av ein yr.no-brukar	2013-09-17 14:08:07
5682	Godøysund (ikkje i bruk)	5682 GODØYSUND (ikkje i bruk)	Gate-/veg-adresse			1223	Tysnes	Hordaland	60.0668	5.563	2	Koordinatane er retta av Erik Bolstad	2012-09-07 08:46:23
5683	Reksteren	5683 REKSTEREN	Gate-/veg-adresse	193		1223	Tysnes	Hordaland	60.0398	5.4333	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
5685	Uggdal	5685 UGGDAL	Gate-/veg-adresse	687		1223	Tysnes	Hordaland	60.004	5.5288	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
5687	Flatråker	5687 FLATRÅKER	Gate-/veg-adresse	145		1223	Tysnes	Hordaland	59.9399	5.5199	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
5690	Lundegrend	5690 LUNDEGREND	Gate-/veg-adresse	425		1223	Tysnes	Hordaland	60.06	5.6424	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
5693	Årbakka	5693 ÅRBAKKA	Gate-/veg-adresse	115		1223	Tysnes	Hordaland	59.9873	5.6753	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
5694	Onarheim	5694 ONARHEIM	Gate-/veg-adresse	349		1223	Tysnes	Hordaland	59.9468	5.6281	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
5695	Uggdal	5695 UGGDAL	Postboksar			1223	Tysnes	Hordaland	59.99875	5.49625	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
5696	Tysnes	5696 TYSNES	Postboksar			1223	Tysnes	Hordaland	60.04270	5.52256	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:48
5700	Voss	5700 VOSS	Gate-/veg-adresse	9797		1235	Voss	Hordaland	60.6279	6.4196	2	Koordinatane er retta av Erik Bolstad	2013-09-20 00:23:22
5701	Voss	5701 VOSS	Postboksar			1235	Voss	Hordaland	60.62795	6.41955	1	Koordinatane gjeld postkontoret	2012-10-26 15:18:09
5702	Voss	5702 VOSS	Postboksar			1235	Voss	Hordaland	60.62795	6.41955	1	Koordinatane gjeld postkontoret	2012-10-26 15:18:38
5703	Voss	5703 VOSS	Postboksar			1235	Voss	Hordaland	60.62795	6.41955	1	Koordinatane gjeld postkontoret	2012-10-26 15:19:05
5704	Voss	5704 VOSS	Gate-/veg-adresse			1235	Voss	Hordaland	60.6301	6.4066	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:07
5705	Voss	5705 VOSS	Gate-/veg-adresse			1235	Voss	Hordaland	 60.6358	6.4649	2	Koordinatane er retta av Erik Bolstad	2013-09-19 21:31:10
5706	Voss	5706 VOSS	Gate-/veg-adresse			1235	Voss	Hordaland	60.6448	6.5037	2	Koordinatane er retta av Erik Bolstad	2013-09-19 21:20:32
5707	Evanger	5707 EVANGER	Gate-/veg-adresse	430		1235	Voss	Hordaland	60.6472	6.1122	2	Koordinatane er retta av Erik Bolstad	2013-09-19 10:09:53
5708	Voss	5708 VOSS	Gate-/veg-adresse			1235	Voss	Hordaland	60.6224	6.3272	2	Koordinatane er retta av Erik Bolstad	2013-09-19 00:32:42
5709	Voss	5709 VOSS	Gate-/veg-adresse			1235	Voss	Hordaland	60.6153	6.5378	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:07
5710	Skulestadmo	5710 SKULESTADMO	Gate-/veg-adresse	2132		1235	Voss	Hordaland	60.66011	6.43510	1	Koordinatane gjeld postkontoret	2013-11-01 10:33:23
5711	Skulestadmo	5711 SKULESTADMO	Postboksar			1235	Voss	Hordaland	60.6600	6.4351	2	Koordinatane er retta av Erik Bolstad	2013-09-17 10:53:51
5712	Vossestrand	5712 VOSSESTRAND	Postboksar			1235	Voss	Hordaland	60.79234	6.50925	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:54
5713	Vossestrand	5713 VOSSESTRAND	Gate-/veg-adresse	1347		1235	Voss	Hordaland	60.7919	6.5084	5	Koordinatane er retta av ein yr.no-brukar	2013-09-19 00:44:11
5714	Voss	5714 VOSS	Postboksar			1235	Voss	Hordaland	60.6279	6.4194	2	Koordinatane er retta av Erik Bolstad	2013-09-17 10:53:51
5715	Stalheim	5715 STALHEIM	Gate-/veg-adresse			1235	Voss	Hordaland	60.839	6.6833	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:07
5718	Myrdal	5718 MYRDAL	Gate-/veg-adresse	5		1421	Aurland	Sogn og Fjordane	60.7353	7.1230	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
5719	Finse	5719 FINSE	Gateadresser og postboksar	7		1233	Ulvik	Hordaland	60.60288	7.49241	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5720	Stanghelle	5720 STANGHELLE	Postboksar			1251	Vaksdal	Hordaland	60.55143	5.73698	1	Koordinatane gjeld postkontoret	2016-01-27 16:00:00
5721	Dalekvam	5721 DALEKVAM	Postboksar			1251	Vaksdal	Hordaland	60.58986	5.81925	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:20
5722	Dalekvam	5722 DALEKVAM	Gate-/veg-adresse	1318		1251	Vaksdal	Hordaland	60.5888	5.8196	3	Koordinatane er kontrollerte av ein yr.no-brukar	2013-09-17 14:08:07
5723	Bolstadøyri	5723 BOLSTADØYRI	Gate-/veg-adresse	243		1235	Voss	Hordaland	60.6403	5.9534	2	Koordinatane er retta av Erik Bolstad	2013-09-20 00:24:31
5724	Stanghelle	5724 STANGHELLE	Gate-/veg-adresse	784		1251	Vaksdal	Hordaland	60.55143	5.73698	1	Koordinatane gjeld postkontoret	2016-01-27 16:22:31
5725	Vaksdal	5725 VAKSDAL	Gate-/veg-adresse	1265		1251	Vaksdal	Hordaland	60.4776	5.7424	5	Koordinatane er retta av ein yr.no-brukar	2013-09-17 14:08:07
5726	Vaksdal	5726 VAKSDAL	Postboksar			1251	Vaksdal	Hordaland	60.47761	5.74352	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:20
5727	Stamnes	5727 STAMNES	Gate-/veg-adresse	465		1251	Vaksdal	Hordaland	60.66348	5.74867	1	Koordinatane gjeld postkontoret	2013-11-01 10:33:23
5728	Eidslandet	5728 EIDSLANDET	Gate-/veg-adresse	309		1251	Vaksdal	Hordaland	60.7347	5.8016	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
5729	Modalen	5729 MODALEN	Gate-/veg-adresse	368		1252	Modalen	Hordaland	60.81465	5.80236	1	Koordinatane gjeld postkontoret	2016-01-27 16:22:31
5730	Ulvik	5730 ULVIK	Gate-/veg-adresse	1079		1233	Ulvik	Hordaland	60.5679	6.9184	5	Koordinatane er retta av ein yr.no-brukar	2013-09-17 14:08:07
5731	Ulvik	5731 ULVIK	Postboksar			1233	Ulvik	Hordaland	60.56833	6.91506	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5732	Modalen	5732 MODALEN	Postboksar			1252	Modalen	Hordaland	60.81465	5.80236	1	Koordinatane gjeld postkontoret	2016-01-27 16:00:00
5733	Granvin	5733 GRANVIN	Postboksar			1234	Granvin	Hordaland	60.52418	6.71970	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5734	Vallavik	5734 VALLAVIK	Gate-/veg-adresse	103		1233	Ulvik	Hordaland	60.4849	6.8243	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
5736	Granvin	5736 GRANVIN	Gate-/veg-adresse	949		1234	Granvin	Hordaland	60.5239	6.7237	3	Koordinatane er kontrollerte av ein yr.no-brukar	2013-09-17 14:08:07
5741	Aurland	5741 AURLAND	Postboksar			1421	Aurland	Sogn og Fjordane	60.87354	7.32348	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:54
5742	Flåm	5742 FLÅM	Postboksar			1421	Aurland	Sogn og Fjordane	60.86400	7.11535	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:47
5743	Flåm	5743 FLÅM	Gate-/veg-adresse	347		1421	Aurland	Sogn og Fjordane	60.8629	7.1136	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:07
5745	Aurland	5745 AURLAND	Gate-/veg-adresse	1160		1421	Aurland	Sogn og Fjordane	60.9063	7.1864	5	Koordinatane er retta av ein yr.no-brukar	2013-09-19 22:02:27
5746	Undredal	5746 UNDREDAL	Gateadresser og postboksar	90		1421	Aurland	Sogn og Fjordane	60.95185	7.10351	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:54
5747	Gudvangen	5747 GUDVANGEN	Gateadresser og postboksar	71		1421	Aurland	Sogn og Fjordane	60.87937	6.84536	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:54
5748	Styvi	5748 STYVI	Gate-/veg-adresse	0		1421	Aurland	Sogn og Fjordane	60.9417	6.9362	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
5749	Bakka	5749 BAKKA	Gate-/veg-adresse	13		1421	Aurland	Sogn og Fjordane	60.9163	6.8689	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
5750	Odda	5750 ODDA	Gate-/veg-adresse	5276		1228	Odda	Hordaland	60.0691	6.5457	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:07
5751	Odda	5751 ODDA	Postboksar			1228	Odda	Hordaland	60.07029	6.54214	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
5752	Odda	5752 ODDA	Postboksar			1228	Odda	Hordaland	60.07029	6.54214	6	Usikker plassering	2013-06-08 01:22:44
5760	Røldal	5760 RØLDAL	Gateadresser og postboksar	503		1228	Odda	Hordaland	59.83078	6.82267	1	Koordinatane gjeld postkontoret	2013-09-20 00:24:37
5763	Skare	5763 SKARE	Gate-/veg-adresse	509		1228	Odda	Hordaland	59.932	6.5942	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:07
5770	Tyssedal	5770 TYSSEDAL	Gate-/veg-adresse	693		1228	Odda	Hordaland	60.1161	6.5569	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:07
5773	Hovland	5773 HOVLAND	Gate-/veg-adresse	502		1231	Ullensvang	Hordaland	60.2346	6.6171	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
5776	Nå	5776 NÅ	Gateadresser og postboksar	643		1231	Ullensvang	Hordaland	60.24978	6.56962	1	Koordinatane gjeld postkontoret	2013-09-19 00:20:02
5777	Grimo	5777 GRIMO	Gate-/veg-adresse	335		1231	Ullensvang	Hordaland	60.3871	6.6457	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
5778	Utne	5778 UTNE	Gate-/veg-adresse	329		1231	Ullensvang	Hordaland	60.4243	6.6206	5	Koordinatane er retta av ein yr.no-brukar	2013-09-17 14:08:07
5779	Utne	5779 UTNE	Postboksar	0		1231	Ullensvang	Hordaland	60.42429	6.62112	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5780	Kinsarvik	5780 KINSARVIK	Gate-/veg-adresse	686		1231	Ullensvang	Hordaland	60.3751	6.7189	5	Koordinatane er retta av ein yr.no-brukar	2013-09-20 00:24:43
5781	Lofthus	5781 LOFTHUS	Gate-/veg-adresse	881		1231	Ullensvang	Hordaland	60.3248	6.6582	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
5782	Kinsarvik	5782 KINSARVIK	Postboksar	0		1231	Ullensvang	Hordaland	60.37597	6.72127	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5783	Eidfjord	5783 EIDFJORD	Gate-/veg-adresse	683		1232	Eidfjord	Hordaland	60.4661	7.0696	5	Koordinatane er retta av ein yr.no-brukar	2013-09-17 14:08:07
5784	Øvre Eidfjord	5784 ØVRE EIDFJORD	Gate-/veg-adresse	177		1232	Eidfjord	Hordaland	60.4234	7.1300	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:07
5785	Vøringsfoss	5785 VØRINGSFOSS	Gate-/veg-adresse	53		1232	Eidfjord	Hordaland	60.4271	7.2512	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
5786	Eidfjord	5786 EIDFJORD	Postboksar			1232	Eidfjord	Hordaland	60.46564	7.06717	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:20
5787	Lofthus	5787 LOFTHUS	Postboksar			1231	Ullensvang	Hordaland	60.32505	6.65816	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5788	Kinsarvik	5788 KINSARVIK	Fleire bruksområde			1231	Ullensvang	Hordaland	60.3757	6.7225	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
5802	Bergen	5802 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39	5.32	6	Usikker plassering	2016-02-16 15:16:48
5803	Bergen	5803 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3927	5.3263	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
5804	Bergen	5804 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3927	5.3263	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
5805	Bergen	5805 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3927	5.3263	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
5806	Bergen	5806 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3927	5.3263	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
5807	Bergen	5807 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3927	5.3263	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
5808	Bergen	5808 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3927	5.3263	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
5809	Bergen	5809 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3927	5.3263	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
5810	Bergen	5810 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3927	5.3263	6	Usikker plassering	2013-09-17 10:53:51
5811	Bergen	5811 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39266	5.32633	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5812	Bergen	5812 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39989	5.32552	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5813	Bergen	5813 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3998	5.3255	6	Usikker plassering	2013-09-17 10:53:51
5814	Bergen	5814 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3998	5.3255	6	Usikker plassering	2013-09-17 10:53:51
5815	Bergen	5815 BERGEN	Postboksar			1201	Bergen	Hordaland	60.42475	5.30524	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5816	Bergen	5816 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3974	5.3114	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
5817	Bergen	5817 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39742	5.31136	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5818	Bergen	5818 BERGEN	Postboksar			1201	Bergen	Hordaland	60.43673	5.28648	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5819	Bergen	5819 BERGEN	Postboksar			1201	Bergen	Hordaland	60.37169	5.34741	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5820	Bergen	5820 BERGEN	Postboksar			1201	Bergen	Hordaland	60.37169	5.34741	6	Usikker plassering	2014-01-10 11:36:00
5821	Bergen	5821 BERGEN	Postboksar			1201	Bergen	Hordaland	60.35995	5.35179	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5822	Bergen	5822 BERGEN	Postboksar			1201	Bergen	Hordaland	60.36066	5.34312	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5823	Bergen	5823 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39211	5.33018	6	Usikker plassering	2016-01-27 16:00:00
5824	Bergen	5824 BERGEN	Postboksar			1201	Bergen	Hordaland	60.37485	5.33819	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5825	Bergen	5825 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3511	5.3689	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
5826	Bergen	5826 BERGEN	Postboksar			1201	Bergen	Hordaland	60.45579	5.29555	1	Koordinatane gjeld postkontoret	2016-01-27 16:00:00
5827	Bergen	5827 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39211	5.33018	6	Usikker plassering	2016-01-27 16:00:00
5828	Bergen	5828 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39211	5.33018	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5829	Bergen	5829 BERGEN	Postboksar			1201	Bergen	Hordaland	60.36741	5.36691	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5830	Bergen	5830 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39211	5.33018	6	Usikker plassering	2016-01-27 16:00:00
5831	Bergen	5831 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39986	5.32374	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:20
5832	Bergen	5832 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39211	5.33018	6	Usikker plassering	2016-01-27 16:00:00
5833	Bergen	5833 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39211	5.33018	6	Usikker plassering	2016-01-27 16:00:00
5834	Bergen	5834 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39211	5.33018	6	Usikker plassering	2016-01-27 16:00:00
5835	Bergen	5835 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3999	5.3255	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
5836	Bergen	5836 BERGEN	Postboksar			1201	Bergen	Hordaland	60.3846	5.3221	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:55:30
5837	Bergen	5837 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39211	5.33018	6	Usikker plassering	2016-01-27 16:00:00
5838	Bergen	5838 BERGEN	Postboksar			1201	Bergen	Hordaland	60.38723	5.32763	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5841	Bergen	5841 BERGEN	Postboksar			1201	Bergen	Hordaland	60.41404	5.32028	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5843	Bergen	5843 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39211	5.33018	6	Usikker plassering	2016-01-27 16:00:00
5844	Bergen	5844 BERGEN	Postboksar			1201	Bergen	Hordaland	60.39211	5.33018	6	Usikker plassering	2016-01-27 16:00:00
5845	Bergen	5845 BERGEN	Postboksar			1201	Bergen	Hordaland	60.35090	5.27783	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:48
5847	Bergen	5847 BERGEN	Postboksar			1201	Bergen	Hordaland	60.38935	5.28726	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
5848	Bergen	5848 BERGEN	Postboksar			1201	Bergen	Hordaland	60.38535	5.27105	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:53
